item,condition,sentence,baseline,recon_L14,recon_L18,recon_L20,recon_L22,recon_all,ablate_L22_F6415_general,ablate_L20_F31666_general,ablate_L14_F51903_negspec,ablate_CONTROL_L22_F22498,ablate_COMBINED,effect_L22_F6415_general,effect_L20_F31666_general,effect_L14_F51903_negspec,effect_CONTROL_L22_F22498,effect_COMBINED,environment
29,B,The doctor that no nurse assisted recommended any treatment.,-5.539173126220703,-5.393795013427734,-5.4043402671813965,-5.66397762298584,-6.557098388671875,-6.382854461669922,-8.052989959716797,-7.9097771644592285,-5.393795013427734,-6.557098388671875,-7.143633842468262,1.4958915710449219,2.2457995414733887,0.0,0.0,0.7607793807983398,no_subject
29,C,The doctor recommended any treatment.,-12.211874008178711,-11.36892318725586,-9.107748985290527,-9.907527923583984,-10.068458557128906,-8.527507781982422,-10.068458557128906,-9.907527923583984,-11.36892318725586,-10.068458557128906,-7.854452133178711,0.0,0.0,0.0,0.0,-0.6730556488037109,no_subject
30,A,No company hired any contractors.,-4.494769096374512,-4.4672393798828125,-4.579507827758789,-4.758037567138672,-4.5263166427612305,-4.394036293029785,-6.629030227661133,-9.496845245361328,-4.4672393798828125,-4.5263166427612305,-8.933164596557617,2.1027135848999023,4.738807678222656,0.0,0.0,4.539128303527832,no_subject
30,B,The company that no investor backed hired any contractors.,-9.575488090515137,-6.913104057312012,-11.006104469299316,-11.81995964050293,-12.439838409423828,-8.074134826660156,-12.439838409423828,-11.81995964050293,-6.913104057312012,-12.439838409423828,-11.025680541992188,0.0,0.0,0.0,0.0,2.9515457153320312,no_subject
30,C,The company hired any contractors.,-14.082620620727539,-13.323753356933594,-13.130906105041504,-15.086928367614746,-12.768965721130371,-10.041842460632324,-12.768965721130371,-15.086928367614746,-13.323753356933594,-12.768965721130371,-11.673654556274414,0.0,0.0,0.0,0.0,1.6318120956420898,no_subject
31,A,No researcher found any evidence.,-2.5700697898864746,-2.911736488342285,-2.519202709197998,-3.007765293121338,-2.6467299461364746,-3.4789981842041016,-3.901200771331787,-6.953216075897217,-2.9524874687194824,-2.6467299461364746,-7.572394847869873,1.2544708251953125,3.945450782775879,0.040750980377197266,0.0,4.0933966636657715,no_subject
31,B,The researcher that no journal published found any evidence.,-3.7411751747131348,-4.669184684753418,-4.467039108276367,-4.25122594833374,-3.508941888809204,-6.434500694274902,-4.6405110359191895,-6.072627544403076,-4.669184684753418,-3.508941888809204,-6.696244716644287,1.1315691471099854,1.821401596069336,0.0,0.0,0.26174402236938477,no_subject
31,C,The researcher found any evidence.,-11.508713722229004,-12.265524864196777,-11.488195419311523,-11.3502836227417,-10.46153450012207,-10.798075675964355,-10.46153450012207,-11.3502836227417,-12.265524864196777,-10.46153450012207,-9.730692863464355,0.0,0.0,0.0,0.0,-1.0673828125,no_subject
32,A,No inspector noticed any damage.,-2.3911566734313965,-2.4364192485809326,-2.6539549827575684,-2.219672441482544,-2.4175992012023926,-2.795305013656616,-3.7937521934509277,-4.855142593383789,-2.522261142730713,-2.4175992012023926,-6.335565090179443,1.3761529922485352,2.635470151901245,0.08584189414978027,0.0,3.540260076522827,no_subject
32,B,The inspector that no supervisor briefed noticed any damage.,-5.526688575744629,-5.041630744934082,-5.487637996673584,-5.636126518249512,-6.148486614227295,-6.739081382751465,-7.160883903503418,-6.793217658996582,-5.041630744934082,-6.148486614227295,-6.7115678787231445,1.012397289276123,1.1570911407470703,0.0,0.0,-0.027513504028320312,no_subject
32,C,The inspector noticed any damage.,-12.293743133544922,-10.758955001831055,-10.558995246887207,-10.222800254821777,-11.461309432983398,-8.708568572998047,-11.461309432983398,-10.222800254821777,-10.758955001831055,-11.461309432983398,-10.258354187011719,0.0,0.0,0.0,0.0,1.5497856140136719,no_subject
33,A,No lawyer raised any objections.,-2.2926828861236572,-2.2286524772644043,-2.270458459854126,-2.5651028156280518,-2.602311849594116,-2.7409026622772217,-4.7825927734375,-6.399418830871582,-2.277503252029419,-2.602311849594116,-8.239355087280273,2.180280923843384,3.8343160152435303,0.04885077476501465,0.0,5.498452425003052,no_subject
33,B,The lawyer that no client hired raised any objections.,-8.617788314819336,-8.04611873626709,-8.256256103515625,-9.383459091186523,-10.198492050170898,-8.310646057128906,-10.198492050170898,-9.383459091186523,-8.04611873626709,-10.198492050170898,-8.968544006347656,0.0,0.0,0.0,0.0,0.65789794921875,no_subject
33,C,The lawyer raised any objections.,-12.324361801147461,-11.283857345581055,-9.781058311462402,-11.9399995803833,-12.411158561706543,-9.404037475585938,-12.411158561706543,-11.9399995803833,-11.283857345581055,-12.411158561706543,-10.005598068237305,0.0,0.0,0.0,0.0,0.6015605926513672,no_subject
34,A,No engineer detected any flaws.,-1.8516117334365845,-2.2346553802490234,-2.213615894317627,-1.930180549621582,-1.9685628414154053,-2.731505870819092,-3.0230536460876465,-4.484835624694824,-2.3186168670654297,-2.0245766639709473,-6.1158976554870605,1.0544908046722412,2.554655075073242,0.08396148681640625,0.05601382255554199,3.3843917846679688,no_subject
34,B,The engineer that no manager consulted detected any flaws.,-7.140741348266602,-7.3537702560424805,-6.834148406982422,-7.142150402069092,-7.161681652069092,-6.137844085693359,-7.161681652069092,-7.142150402069092,-7.3537702560424805,-7.161681652069092,-6.013100624084473,0.0,0.0,0.0,0.0,-0.12474346160888672,no_subject
34,C,The engineer detected any flaws.,-9.388578414916992,-9.079727172851562,-8.192492485046387,-7.6842169761657715,-8.800420761108398,-8.608906745910645,-8.800420761108398,-7.6842169761657715,-9.079727172851562,-8.800420761108398,-8.051512718200684,0.0,0.0,0.0,0.0,-0.5573940277099609,no_subject
35,A,No auditor flagged any discrepancies.,-1.4321681261062622,-1.2595694065093994,-1.921883463859558,-1.648681879043579,-1.5709394216537476,-2.333188533782959,-2.7450242042541504,-5.613915920257568,-1.3730778694152832,-1.5709394216537476,-8.482139587402344,1.1740847826004028,3.9652340412139893,0.11350846290588379,0.0,6.148951053619385,no_subject
35,B,The auditor that no partner supervised flagged any discrepancies.,-8.369607925415039,-7.198946952819824,-8.437728881835938,-8.763181686401367,-8.414456367492676,-8.273036003112793,-8.414456367492676,-8.763181686401367,-7.198946952819824,-8.414456367492676,-8.480588912963867,0.0,0.0,0.0,0.0,0.20755290985107422,no_subject
35,C,The auditor flagged any discrepancies.,-9.305554389953613,-9.708312034606934,-10.738039016723633,-10.403202056884766,-9.674422264099121,-11.439227104187012,-9.674422264099121,-10.403202056884766,-9.708312034606934,-9.674422264099121,-11.370748519897461,0.0,0.0,0.0,0.0,-0.06847858428955078,no_subject
36,A,No editor approved any articles.,-4.485072135925293,-4.817499160766602,-4.2629780769348145,-4.241232872009277,-4.534411907196045,-5.443528175354004,-5.923501014709473,-7.187373638153076,-4.817499160766602,-4.534411907196045,-7.364919662475586,1.3890891075134277,2.946140766143799,0.0,0.0,1.921391487121582,no_subject
36,B,The editor that no writer emailed approved any articles.,-6.232808589935303,-6.106391429901123,-5.939448356628418,-5.549446105957031,-6.545704364776611,-7.664183616638184,-7.95247745513916,-7.441898345947266,-6.106391429901123,-6.545704364776611,-7.9764909744262695,1.4067730903625488,1.8924522399902344,0.0,0.0,0.31230735778808594,no_subject
36,C,The editor approved any articles.,-10.602112770080566,-10.073537826538086,-10.073203086853027,-8.963974952697754,-9.00809097290039,-7.403773784637451,-9.00809097290039,-8.963974952697754,-10.073537826538086,-9.00809097290039,-7.619117736816406,0.0,0.0,0.0,0.0,0.21534395217895508,no_subject
37,A,No official filed any complaints.,-3.9885787963867188,-3.531663179397583,-4.140436172485352,-4.263633728027344,-3.867218494415283,-4.429867744445801,-5.651192665100098,-8.354784965515137,-3.531663179397583,-3.867218494415283,-9.176302909851074,1.7839741706848145,4.091151237487793,0.0,0.0,4.746435165405273,no_subject
37,B,The official that no citizen petitioned filed any complaints.,-8.20346450805664,-7.220724582672119,-7.772720813751221,-7.300529479980469,-8.36439323425293,-7.479436874389648,-8.36439323425293,-8.381119728088379,-7.220724582672119,-8.36439323425293,-7.5178656578063965,0.0,1.0805902481079102,0.0,0.0,0.03842878341674805,no_subject
37,C,The official filed any complaints.,-12.199289321899414,-11.638691902160645,-11.00464153289795,-11.954488754272461,-11.105862617492676,-9.812053680419922,-11.105862617492676,-11.954488754272461,-11.638691902160645,-11.105862617492676,-9.606771469116211,0.0,0.0,0.0,0.0,-0.20528221130371094,no_subject
38,A,No architect drafted any blueprints.,-4.548720836639404,-4.294116020202637,-4.486136436462402,-4.529328346252441,-4.329200267791748,-4.5204668045043945,-6.692716121673584,-8.467142105102539,-4.294116020202637,-4.329200267791748,-9.203564643859863,2.363515853881836,3.9378137588500977,0.0,0.0,4.683097839355469,no_subject
38,B,The architect that no developer approached drafted any blueprints.,-9.847737312316895,-7.81182336807251,-10.236961364746094,-10.943133354187012,-11.059371948242188,-9.34520435333252,-11.059371948242188,-10.943133354187012,-7.81182336807251,-11.059371948242188,-10.111767768859863,0.0,0.0,0.0,0.0,0.7665634155273438,no_subject
38,C,The architect drafted any blueprints.,-12.391966819763184,-12.696203231811523,-11.124602317810059,-12.192436218261719,-11.028525352478027,-10.188241958618164,-11.028525352478027,-12.192436218261719,-12.696203231811523,-11.028525352478027,-10.278162956237793,0.0,0.0,0.0,0.0,0.0899209976196289,no_subject
39,A,No curator displayed any paintings.,-3.649312734603882,-3.725419521331787,-3.59004545211792,-3.63673734664917,-3.8966312408447266,-3.9249889850616455,-8.054851531982422,-8.904953002929688,-3.725419521331787,-3.8966312408447266,-7.700177192687988,4.158220291137695,5.268215656280518,0.0,0.0,3.7751882076263428,no_subject
39,B,The curator that no donor funded displayed any paintings.,-7.485315322875977,-6.3392181396484375,-7.912859916687012,-7.01309871673584,-6.975162506103516,-7.322350025177002,-7.948153018951416,-8.200522422790527,-6.3392181396484375,-6.975162506103516,-7.72758674621582,0.9729905128479004,1.1874237060546875,0.0,0.0,0.40523672103881836,no_subject
39,C,The curator displayed any paintings.,-12.233691215515137,-11.486042022705078,-8.83524227142334,-10.887571334838867,-10.397254943847656,-8.380797386169434,-10.397254943847656,-10.887571334838867,-11.486042022705078,-10.397254943847656,-7.952447414398193,0.0,0.0,0.0,0.0,-0.42834997177124023,no_subject
40,A,No surgeon performed any procedures.,-3.502185583114624,-3.212041139602661,-3.3012466430664062,-2.9098453521728516,-3.4413652420043945,-3.013852119445801,-6.160713195800781,-6.7765936851501465,-3.354750394821167,-3.4413652420043945,-7.562273025512695,2.7193479537963867,3.866748332977295,0.14270925521850586,0.0,4.5484209060668945,no_subject
40,B,The surgeon that no patient trusted performed any procedures.,-8.126666069030762,-7.364863395690918,-8.516024589538574,-7.618991851806641,-7.963361740112305,-7.698098659515381,-7.963361740112305,-7.618991851806641,-7.364863395690918,-7.963361740112305,-7.8635430335998535,0.0,0.0,0.0,0.0,0.16544437408447266,no_subject
40,C,The surgeon performed any procedures.,-11.028044700622559,-11.020606994628906,-11.400423049926758,-10.782782554626465,-10.127991676330566,-10.524083137512207,-10.127991676330566,-10.782782554626465,-11.020606994628906,-10.127991676330566,-11.006689071655273,0.0,0.0,0.0,0.0,0.4826059341430664,no_subject
41,A,Few managers approved any proposals.,-6.773813724517822,-6.027677536010742,-5.986742973327637,-5.900240421295166,-6.148139953613281,-5.713747501373291,-7.9917426109313965,-9.061546325683594,-6.027677536010742,-6.148139953613281,-8.264813423156738,1.8436026573181152,3.1613059043884277,0.0,0.0,2.5510659217834473,few_subject
41,B,The manager that few assistants contacted approved any proposals.,-7.408324241638184,-6.682382106781006,-6.05593204498291,-5.992051601409912,-7.533508777618408,-6.767200946807861,-7.533508777618408,-5.992051601409912,-6.682382106781006,-7.533508777618408,-6.713129997253418,0.0,0.0,0.0,0.0,-0.05407094955444336,few_subject
41,C,Several managers approved any proposals.,-11.623489379882812,-11.129112243652344,-10.10353946685791,-9.30384635925293,-10.13834285736084,-7.937222957611084,-10.13834285736084,-9.30384635925293,-11.129112243652344,-10.13834285736084,-7.822541236877441,0.0,0.0,0.0,0.0,-0.11468172073364258,few_subject
42,A,Few teachers assigned any homework.,-5.740677833557129,-5.793758869171143,-6.0999321937561035,-5.269279956817627,-6.374592304229736,-7.459486484527588,-9.842571258544922,-8.957911491394043,-5.793758869171143,-6.374592304229736,-10.375407218933105,3.4679789543151855,3.688631534576416,0.0,0.0,2.9159207344055176,few_subject
42,B,The teacher that few students questioned assigned any homework.,-6.670243740081787,-6.244682788848877,-8.08463191986084,-6.486708641052246,-7.292746543884277,-8.106545448303223,-8.234920501708984,-7.37495756149292,-6.244682788848877,-7.292746543884277,-8.952472686767578,0.942173957824707,0.8882489204406738,0.0,0.0,0.8459272384643555,few_subject
42,C,Several teachers assigned any homework.,-14.292308807373047,-12.71627426147461,-12.458452224731445,-13.207974433898926,-13.858366012573242,-11.062252044677734,-13.858366012573242,-13.207974433898926,-12.71627426147461,-13.858366012573242,-12.368258476257324,0.0,0.0,0.0,0.0,1.3060064315795898,few_subject
43,A,Few committees considered any alternatives.,-6.079478740692139,-6.371235370635986,-5.80744743347168,-5.823256492614746,-5.763756275177002,-5.647822856903076,-8.189016342163086,-9.721502304077148,-6.371235370635986,-5.763756275177002,-9.564199447631836,2.425260066986084,3.8982458114624023,0.0,0.0,3.9163765907287598,few_subject
43,B,The committee that few directors advised considered any alternatives.,-7.2633280754089355,-6.9381794929504395,-6.74597692489624,-6.785661697387695,-6.5338850021362305,-6.198199272155762,-6.5338850021362305,-6.785661697387695,-6.9381794929504395,-6.5338850021362305,-6.060491561889648,0.0,0.0,0.0,0.0,-0.13770771026611328,few_subject
43,C,Several committees considered any alternatives.,-11.238838195800781,-10.252985000610352,-9.73945140838623,-9.985618591308594,-9.478702545166016,-7.677703380584717,-9.478702545166016,-9.985618591308594,-10.252985000610352,-9.478702545166016,-7.986936092376709,0.0,0.0,0.0,0.0,0.3092327117919922,few_subject
44,A,Few doctors recommended any treatment.,-4.377718925476074,-4.283876419067383,-4.180844306945801,-4.362759590148926,-5.311968803405762,-4.294480800628662,-8.245384216308594,-9.326436042785645,-4.283876419067383,-5.311968803405762,-7.274825096130371,2.933415412902832,4.963676452636719,0.0,0.0,2.980344295501709,few_subject
44,B,The doctor that few nurses assisted recommended any treatment.,-9.086762428283691,-8.477594375610352,-7.513082504272461,-8.533256530761719,-8.366218566894531,-7.483792781829834,-8.366218566894531,-8.533256530761719,-8.477594375610352,-8.366218566894531,-7.298766613006592,0.0,0.0,0.0,0.0,-0.1850261688232422,few_subject
44,C,Several doctors recommended any treatment.,-13.356597900390625,-13.007463455200195,-10.464223861694336,-11.732797622680664,-10.185786247253418,-7.960481643676758,-10.185786247253418,-11.732797622680664,-13.007463455200195,-10.185786247253418,-8.214791297912598,0.0,0.0,0.0,0.0,0.25430965423583984,few_subject
45,A,Few companies hired any contractors.,-5.9162702560424805,-6.260181427001953,-5.357837200164795,-5.86496114730835,-6.01885986328125,-5.737665176391602,-10.452385902404785,-11.846822738647461,-6.260181427001953,-6.01885986328125,-10.976296424865723,4.433526039123535,5.981861591339111,0.0,0.0,5.238631248474121,few_subject
45,B,The company that few investors backed hired any contractors.,-10.982282638549805,-10.644238471984863,-12.101247787475586,-12.08200454711914,-12.429244995117188,-11.06258773803711,-12.429244995117188,-12.08200454711914,-10.644238471984863,-12.429244995117188,-12.982494354248047,0.0,0.0,0.0,0.0,1.9199066162109375,few_subject
45,C,Several companies hired any contractors.,-15.613923072814941,-15.001729965209961,-14.024340629577637,-15.161187171936035,-11.77458667755127,-10.033647537231445,-11.77458667755127,-15.161187171936035,-15.001729965209961,-11.77458667755127,-10.513362884521484,0.0,0.0,0.0,0.0,0.47971534729003906,few_subject
46,A,Few researchers found any evidence.,-2.932508945465088,-3.234300374984741,-3.553708553314209,-3.1064858436584473,-2.855299949645996,-6.448544979095459,-4.494411945343018,-7.350998878479004,-3.234300374984741,-2.855299949645996,-8.533793449401855,1.6391119956970215,4.244513034820557,0.0,0.0,2.0852484703063965,few_subject
46,B,The researcher that few journals published found any evidence.,-6.977406978607178,-6.179357051849365,-8.125741004943848,-7.640679359436035,-7.488208293914795,-7.591820240020752,-8.705080032348633,-7.640679359436035,-6.179357051849365,-7.488208293914795,-8.228300094604492,1.216871738433838,0.0,0.0,0.0,0.6364798545837402,few_subject
46,C,Several researchers found any evidence.,-13.117753028869629,-12.689798355102539,-13.328118324279785,-12.157023429870605,-13.746028900146484,-10.828836441040039,-13.746028900146484,-12.157023429870605,-12.689798355102539,-13.746028900146484,-11.684475898742676,0.0,0.0,0.0,0.0,0.8556394577026367,few_subject
47,A,Few inspectors noticed any damage.,-3.2885522842407227,-2.4194703102111816,-3.6975831985473633,-3.087124824523926,-3.379361629486084,-3.206446409225464,-5.140316963195801,-6.765380382537842,-2.4194703102111816,-3.379361629486084,-7.014074802398682,1.7609553337097168,3.678255558013916,0.0,0.0,3.8076283931732178,few_subject
47,B,The inspector that few supervisors briefed noticed any damage.,-8.136253356933594,-7.846303939819336,-7.968879222869873,-7.358872890472412,-8.451801300048828,-7.166569709777832,-8.451801300048828,-7.358872890472412,-7.846303939819336,-8.451801300048828,-7.306612491607666,0.0,0.0,0.0,0.0,0.14004278182983398,few_subject
47,C,Several inspectors noticed any damage.,-13.811342239379883,-12.046073913574219,-12.034149169921875,-10.894744873046875,-10.744884490966797,-8.650002479553223,-10.744884490966797,-10.894744873046875,-12.046073913574219,-10.744884490966797,-9.269144058227539,0.0,0.0,0.0,0.0,0.6191415786743164,few_subject
48,A,Few lawyers raised any objections.,-4.467329025268555,-5.038888931274414,-3.749485969543457,-3.8949947357177734,-4.929897308349609,-5.86838960647583,-8.248790740966797,-8.340989112854004,-5.038888931274414,-4.929897308349609,-9.140762329101562,3.3188934326171875,4.4459943771362305,0.0,0.0,3.2723727226257324,few_subject
48,B,The lawyer that few clients hired raised any objections.,-10.651021957397461,-9.76311206817627,-9.5506010055542,-10.828874588012695,-10.659875869750977,-9.231424331665039,-10.659875869750977,-10.828874588012695,-9.76311206817627,-10.659875869750977,-9.707765579223633,0.0,0.0,0.0,0.0,0.47634124755859375,few_subject
48,C,Several lawyers raised any objections.,-14.349040985107422,-13.957687377929688,-12.779847145080566,-13.711738586425781,-13.46512508392334,-11.046207427978516,-13.46512508392334,-13.711738586425781,-13.957687377929688,-13.46512508392334,-13.037548065185547,0.0,0.0,0.0,0.0,1.9913406372070312,few_subject
49,A,Few engineers detected any flaws.,-3.1653385162353516,-3.0767273902893066,-3.591067314147949,-3.1316707134246826,-3.354620933532715,-3.4098000526428223,-5.052501201629639,-6.956414222717285,-3.0767273902893066,-3.354620933532715,-6.260250568389893,1.6978802680969238,3.8247435092926025,0.0,0.0,2.8504505157470703,few_subject
49,B,The engineer that few managers consulted detected any flaws.,-7.6583380699157715,-7.17527961730957,-6.463939189910889,-5.862556457519531,-6.513681888580322,-5.191080093383789,-6.513681888580322,-5.862556457519531,-7.17527961730957,-6.513681888580322,-5.198199272155762,0.0,0.0,0.0,0.0,0.007119178771972656,few_subject
49,C,Several engineers detected any flaws.,-11.851984977722168,-12.15127182006836,-10.72993278503418,-9.927289962768555,-9.869977951049805,-8.784387588500977,-9.869977951049805,-9.927289962768555,-12.15127182006836,-9.869977951049805,-9.368535041809082,0.0,0.0,0.0,0.0,0.5841474533081055,few_subject
50,A,Few auditors flagged any discrepancies.,-3.9036710262298584,-4.157201290130615,-4.319896697998047,-3.763580322265625,-4.4094462394714355,-3.913409471511841,-6.366280555725098,-7.442392826080322,-4.157201290130615,-4.4094462394714355,-7.986146926879883,1.956834316253662,3.6788125038146973,0.0,0.0,4.072737455368042,few_subject
50,B,The auditor that few partners supervised flagged any discrepancies.,-8.297056198120117,-8.287808418273926,-7.819419860839844,-8.301115036010742,-8.774129867553711,-8.857901573181152,-8.774129867553711,-8.301115036010742,-8.287808418273926,-8.774129867553711,-7.878141403198242,0.0,0.0,0.0,0.0,-0.9797601699829102,few_subject
50,C,Several auditors flagged any discrepancies.,-11.479126930236816,-11.351591110229492,-12.030040740966797,-11.0495023727417,-9.974660873413086,-10.002384185791016,-9.974660873413086,-11.0495023727417,-11.351591110229492,-9.974660873413086,-10.052725791931152,0.0,0.0,0.0,0.0,0.05034160614013672,few_subject
51,A,Few editors approved any articles.,-6.307088851928711,-5.718300819396973,-4.819664001464844,-5.209412097930908,-5.5857462882995605,-5.10329532623291,-7.3274245262146,-7.960655212402344,-5.718300819396973,-5.5857462882995605,-7.701598167419434,1.741678237915039,2.7512431144714355,0.0,0.0,2.5983028411865234,few_subject
51,B,The editor that few writers emailed approved any articles.,-8.017053604125977,-7.264121055603027,-7.6377692222595215,-6.460086345672607,-7.7750773429870605,-7.308080673217773,-7.7750773429870605,-6.460086345672607,-7.264121055603027,-7.7750773429870605,-7.691675186157227,0.0,0.0,0.0,0.0,0.3835945129394531,few_subject
51,C,Several editors approved any articles.,-10.973843574523926,-10.813429832458496,-9.075714111328125,-7.750175476074219,-8.95700454711914,-7.337131023406982,-8.95700454711914,-7.750175476074219,-10.813429832458496,-8.95700454711914,-7.36671781539917,0.0,0.0,0.0,0.0,0.0295867919921875,few_subject
52,A,Few officials filed any complaints.,-5.221156597137451,-4.922889709472656,-5.960336208343506,-5.490042686462402,-5.330926895141602,-6.4522013664245605,-7.296573162078857,-9.314393997192383,-4.922889709472656,-5.330926895141602,-8.100851058959961,1.9656462669372559,3.8243513107299805,0.0,0.0,1.6486496925354004,few_subject
52,B,The official that few citizens petitioned filed any complaints.,-11.175766944885254,-10.485411643981934,-9.479948997497559,-9.788615226745605,-10.189973831176758,-8.62964153289795,-10.189973831176758,-9.788615226745605,-10.485411643981934,-10.189973831176758,-8.462359428405762,0.0,0.0,0.0,0.0,-0.1672821044921875,few_subject
52,C,Several officials filed any complaints.,-13.2413330078125,-12.957624435424805,-12.824475288391113,-11.890629768371582,-10.374957084655762,-10.485557556152344,-10.374957084655762,-11.890629768371582,-12.957624435424805,-10.374957084655762,-10.393896102905273,0.0,0.0,0.0,0.0,-0.09166145324707031,few_subject
53,A,Few architects drafted any blueprints.,-5.876992225646973,-6.040142059326172,-5.746464729309082,-6.07200813293457,-5.955297470092773,-6.791609764099121,-9.139599800109863,-11.389983177185059,-6.040142059326172,-5.955297470092773,-9.160819053649902,3.18430233001709,5.317975044250488,0.0,0.0,2.3692092895507812,few_subject
53,B,The architect that few developers approached drafted any blueprints.,-10.824422836303711,-9.930718421936035,-10.84085464477539,-10.852977752685547,-11.272196769714355,-9.959148406982422,-11.272196769714355,-10.852977752685547,-9.930718421936035,-11.272196769714355,-9.6993989944458,0.0,0.0,0.0,0.0,-0.2597494125366211,few_subject
53,C,Several architects drafted any blueprints.,-14.880266189575195,-14.92365837097168,-14.879554748535156,-13.934144973754883,-13.484817504882812,-11.234804153442383,-13.484817504882812,-13.934144973754883,-14.92365837097168,-13.484817504882812,-11.7874174118042,0.0,0.0,0.0,0.0,0.5526132583618164,few_subject
54,A,Few curators displayed any paintings.,-5.079361438751221,-6.071269989013672,-5.085925102233887,-5.556053161621094,-5.505860328674316,-6.065989017486572,-9.883821487426758,-11.545875549316406,-6.071269989013672,-5.505860328674316,-10.523284912109375,4.377961158752441,5.9898223876953125,0.0,0.0,4.457295894622803,few_subject
54,B,The curator that few donors funded displayed any paintings.,-9.693373680114746,-8.839777946472168,-8.262167930603027,-8.40571403503418,-8.492830276489258,-8.201139450073242,-8.492830276489258,-8.40571403503418,-8.839777946472168,-8.492830276489258,-8.183308601379395,0.0,0.0,0.0,0.0,-0.017830848693847656,few_subject
54,C,Several curators displayed any paintings.,-13.454658508300781,-12.696035385131836,-12.399319648742676,-13.74040412902832,-13.546953201293945,-9.207906723022461,-13.546953201293945,-13.74040412902832,-12.696035385131836,-13.546953201293945,-9.775445938110352,0.0,0.0,0.0,0.0,0.5675392150878906,few_subject
55,A,Few surgeons performed any procedures.,-5.160628318786621,-5.23884391784668,-4.78932523727417,-4.290513038635254,-5.626788139343262,-4.965593338012695,-8.49740982055664,-8.307990074157715,-5.23884391784668,-5.626788139343262,-7.598402976989746,2.870621681213379,4.017477035522461,0.0,0.0,2.632809638977051,few_subject
55,B,The surgeon that few patients trusted performed any procedures.,-9.501984596252441,-9.445192337036133,-10.195427894592285,-8.748943328857422,-8.681122779846191,-8.203655242919922,-8.681122779846191,-8.748943328857422,-9.445192337036133,-8.681122779846191,-9.603425979614258,0.0,0.0,0.0,0.0,1.399770736694336,few_subject
55,C,Several surgeons performed any procedures.,-13.032378196716309,-12.77380084991455,-11.568227767944336,-10.34360122680664,-10.271357536315918,-8.507335662841797,-10.271357536315918,-10.34360122680664,-12.77380084991455,-10.271357536315918,-8.309732437133789,0.0,0.0,0.0,0.0,-0.1976032257080078,few_subject
56,A,Did the manager approve any proposals?,-5.1885294914245605,-5.319231033325195,-4.365667343139648,-4.663565158843994,-5.492067813873291,-4.358221054077148,-5.974688529968262,-5.3351149559021,-5.319231033325195,-5.492067813873291,-5.584650039672852,0.4826207160949707,0.6715497970581055,0.0,0.0,1.2264289855957031,question
56,C,The manager approved any proposals.,-8.588156700134277,-9.036044120788574,-6.986788749694824,-6.841209411621094,-7.927103042602539,-6.641777992248535,-7.927103042602539,-6.841209411621094,-9.036044120788574,-7.927103042602539,-6.540158748626709,0.0,0.0,0.0,0.0,-0.10161924362182617,question
57,A,Did the teacher assign any homework?,-4.164000511169434,-4.004731178283691,-4.1410322189331055,-4.5637617111206055,-4.601779937744141,-4.6197614669799805,-5.572973251342773,-6.228915691375732,-4.004731178283691,-4.601779937744141,-7.151432037353516,0.9711933135986328,1.665153980255127,0.0,0.0,2.531670570373535,question
57,C,The teacher assigned any homework.,-10.421106338500977,-9.923160552978516,-9.820337295532227,-10.489779472351074,-11.638174057006836,-9.500003814697266,-11.638174057006836,-10.489779472351074,-9.923160552978516,-11.638174057006836,-9.923624038696289,0.0,0.0,0.0,0.0,0.42362022399902344,question
58,A,Did the committee consider any alternatives?,-2.7307701110839844,-3.054324150085449,-2.7652485370635986,-3.1111040115356445,-2.6680357456207275,-4.007111072540283,-3.072835683822632,-4.421485900878906,-3.054324150085449,-2.6680357456207275,-4.221061706542969,0.4047999382019043,1.3103818893432617,0.0,0.0,0.21395063400268555,question
58,C,The committee considered any alternatives.,-9.82969856262207,-8.417191505432129,-8.94950008392334,-8.173673629760742,-8.08852481842041,-7.3203349113464355,-8.08852481842041,-8.173673629760742,-8.417191505432129,-8.08852481842041,-7.675806999206543,0.0,0.0,0.0,0.0,0.3554720878601074,question
59,A,Did the doctor recommend any treatment?,-1.9694584608078003,-2.1180620193481445,-2.1340205669403076,-2.167719841003418,-2.1065421104431152,-3.1739346981048584,-2.6406314373016357,-3.8460748195648193,-2.1180620193481445,-2.211859703063965,-4.647531032562256,0.5340893268585205,1.6783549785614014,0.0,0.10531759262084961,1.4735963344573975,question
59,C,The doctor recommended any treatment.,-12.211874008178711,-11.36892318725586,-9.107748985290527,-9.907527923583984,-10.068458557128906,-8.527507781982422,-10.068458557128906,-9.907527923583984,-11.36892318725586,-10.068458557128906,-7.854452133178711,0.0,0.0,0.0,0.0,-0.6730556488037109,question
60,A,Did the company hire any contractors?,-3.788705348968506,-3.863802433013916,-4.125299453735352,-4.300043106079102,-3.4558420181274414,-3.8173274993896484,-4.158219337463379,-5.9367170333862305,-3.863802433013916,-3.4558420181274414,-5.155022621154785,0.7023773193359375,1.636673927307129,0.0,0.0,1.3376951217651367,question
60,C,The company hired any contractors.,-14.082620620727539,-13.323753356933594,-13.130906105041504,-15.086928367614746,-12.768965721130371,-10.041842460632324,-12.768965721130371,-15.086928367614746,-13.323753356933594,-12.768965721130371,-11.673654556274414,0.0,0.0,0.0,0.0,1.6318120956420898,question
